0 0.0001535
0.2 0.0009887
0.4 0.0024549
0.6 0.0043132
0.8 0.0064136
1 0.0087822
1.2 0.0110461
1.4 0.0132776
1.6 0.01541
1.8 0.017412
2 0.019297
2.2 0.0209521
2.4 0.0223324
2.6 0.0236483
2.8 0.0246376
3 0.0254522
3.2 0.0260769
3.4 0.0265324
3.6 0.0268593
3.8 0.0270862
4 0.0270886
4.2 0.0268609
4.4 0.0267879
4.6 0.0263872
4.8 0.0258545
5 0.0254338
5.2 0.0247888
5.4 0.0242557
5.6 0.0235181
5.8 0.0227677
6 0.0220925
6.2 0.0212396
6.4 0.0204568
6.6 0.0197735
6.8 0.0189497
7 0.0180254
7.2 0.0173774
7.4 0.0165413
7.6 0.0157347
7.8 0.0150497
8 0.0141905
8.2 0.0135304
8.4 0.0128619
8.6 0.0122096
8.8 0.0116032
9 0.0109303
9.2 0.0103648
9.4 0.0097651
9.6 0.0091843
9.8 0.0087373
