0 0.0223852
0.2 0.0373788
0.4 0.0438661
0.6 0.0469715
0.8 0.0482184
1 0.0482064
1.2 0.0474474
1.4 0.0461522
1.6 0.0444178
1.8 0.042529
2 0.0404859
2.2 0.0383555
2.4 0.0361196
2.6 0.033986
2.8 0.0318642
3 0.0297847
3.2 0.0278069
3.4 0.0259241
3.6 0.0241308
3.8 0.0224371
4 0.0208074
4.2 0.019301
4.4 0.0178411
4.6 0.0164793
4.8 0.0152477
5 0.0140648
5.2 0.012992
5.4 0.0119817
5.6 0.0110314
5.8 0.0101476
6 0.00935096
6.2 0.00858885
6.4 0.00789518
6.6 0.00723728
6.8 0.0066595
7 0.0060999
7.2 0.00561254
7.4 0.00513843
7.6 0.00470593
7.8 0.00432125
8 0.00395876
8.2 0.00362888
8.4 0.00331743
8.6 0.00304512
8.8 0.00278368
9 0.0025471
9.2 0.00233439
9.4 0.00212716
9.6 0.00195047
9.8 0.0017856
