-3 0.00063488
-2.88 0.00090219
-2.76 0.00125257
-2.64 0.00173092
-2.52 0.00233039
-2.4 0.00310463
-2.28 0.00409554
-2.16 0.0052972
-2.04 0.00675204
-1.92 0.00850172
-1.8 0.0105409
-1.68 0.0129002
-1.56 0.0155631
-1.44 0.018502
-1.32 0.0216561
-1.2 0.0250086
-1.08 0.028418
-0.96 0.0319317
-0.84 0.0352922
-0.72 0.0384933
-0.6 0.0413651
-0.48 0.043851
-0.36 0.0457358
-0.24 0.047046
-0.12 0.0477394
-1.11022e-16 0.0477641
0.12 0.0471002
0.24 0.0457447
0.36 0.04377
0.48 0.0414189
0.6 0.0384859
0.72 0.0352995
0.84 0.031939
0.96 0.0284525
1.08 0.0250102
1.2 0.0216477
1.32 0.0184557
1.44 0.015547
1.56 0.0129014
1.68 0.0105438
1.8 0.00849388
1.92 0.006752
2.04 0.00528719
2.16 0.00408428
2.28 0.00310397
2.4 0.00233836
2.52 0.00171948
2.64 0.00125867
2.76 0.0009015
2.88 0.0006405
