100
0.018534	27.0836	4.37707
0.0161562	80.943	0.375887
0.018839	69.2074	4.37441
0.0145526	76.73	9.34327
0.0175171	60.5413	8.83277
0.0106933	47.9684	4.30023
0.0118331	48.6228	2.35678
0.00185888	30.5809	1.63025
0.0151526	67.6049	1.98227
0.00837704	20.9259	9.39634
0.00930076	16.722	8.52417
0.00409334	59.2603	8.20541
0.00184135	5.8827	6.37242
0.0021049	14.8325	6.57091
0.00905966	25.2302	4.07892
0.0110452	21.8104	2.96411
0.00621164	28.3396	3.46569
0.0192993	13.6281	6.05919
0.00225863	48.0051	8.30086
0.00653894	58.2924	9.99069
0.0135113	69.2444	2.57154
0.0114934	50.1884	4.29554
0.0111496	34.4878	9.7811
0.00445825	75.7763	5.20458
0.0107679	32.4421	8.17773
0.0135356	45.7043	4.87435
0.0132243	53.364	9.58344
0.00302928	38.5058	4.7586
0.0046855	22.2493	3.35303
0.00894126	0.665815	3.30515
0.0175727	98.5711	9.51673
0.0106872	90.9833	3.14553
0.0170636	87.5756	7.66185
0.0110868	82.9581	7.85653
0.00838589	75.7789	7.83634
0.00510207	20.5604	3.71162
0.000183441	75.4728	5.65024
0.0187485	57.6107	1.45724
0.00289957	31.3447	6.11651
0.0120569	46.6895	7.79132
0.013399	56.9437	1.12872
0.00060345	57.5225	0.160931
0.0104151	86.8429	2.9912
0.0187259	36.209	7.85849
0.00917607	18.4815	7.8908
0.00512756	32.5908	5.2245
0.0189048	42.5468	4.56775
0.0083439	58.7985	4.66345
0.00126649	40.1849	3.13327
0.00454852	66.8676	4.8609
0.00280678	48.3278	4.31631
0.00325732	84.5331	7.25098
0.00723052	71.5135	7.00926
0.0142435	6.77823	8.21514
0.0177229	21.8166	4.81555
0.00964279	2.09471	4.74121
0.00214327	8.91924	3.96974
0.017439	30.7202	1.74382
0.00184074	95.7563	6.02123
0.019185	50.3279	2.38357
0.00116904	91.9279	2.68798
0.0185361	21.9505	6.03692
0.0121011	83.0605	9.79451
0.012112	98.0995	2.37853
0.00224131	67.7079	5.42704
0.0153046	49.4598	3.18952
0.00664042	17.2096	9.86799
0.00537434	7.09078	7.82568
0.0185698	10.9725	3.07989
0.0168221	6.68805	8.36942
0.0104676	32.4216	6.56031
0.0166376	31.1131	9.23237
0.0025182	88.5154	3.40921
0.00680218	78.1711	9.36639
0.0163048	94.6587	2.63484
0.0111602	99.886	5.64353
0.0113867	36.3693	2.68645
0.00549418	41.8912	7.10306
0.0110609	18.0986	0.611846
0.0147794	73.1053	6.06093
0.0176673	51.2906	8.86939
0.0106575	34.3563	1.03171
0.015324	0.812935	1.34116
0.00459969	86.849	5.98181
0.00384764	81.65	8.173
0.000239369	35.0302	0.0183603
0.00650739	82.5209	8.59823
0.0166726	16.2305	6.89105
0.017557	65.8279	4.96148
0.0145054	13.3577	9.07608
0.00373697	69.2251	7.65701
0.00611728	75.829	2.51769
0.00399997	73.1076	7.13115
0.0126842	95.3655	7.85084
0.0180688	23.0242	8.9819
0.0141799	94.132	2.22756
0.00270162	65.0334	1.93002
0.00752049	84.7768	3.04889
0.0107761	6.1098	3.23369
0.00728114	56.1834	4.31401
